Datapoint;Time;TimeDelta;Speed;SpeedDelta;SpeedAverage;Maxspeed;MaxspeedDelta;MaxspeedAverage;Angle;AngleDelta;Acceleration;AccelerationDelta;Distance;DistanceDelta
3984;201.55;0.05;3.26;0.18;5.12;3.29;0.21;4.86;-0.42;0.17;3.57;5.50;1019.91;0.16
3985;201.60;0.05;3.33;0.07;5.12;3.54;0.25;4.86;-0.50;-0.09;1.40;-2.17;1020.07;0.16
3986;201.65;0.05;3.70;0.37;5.12;3.49;-0.05;4.86;-0.62;-0.11;7.47;6.08;1020.25;0.19
3987;201.70;0.05;3.29;-0.41;5.12;3.08;-0.41;4.86;-0.69;-0.08;-8.27;-15.74;1020.41;0.16
3988;201.75;0.05;3.43;0.14;5.12;3.08;0.00;4.86;-0.76;-0.07;2.85;11.12;1020.59;0.17
3989;201.81;0.06;3.29;-0.14;5.12;3.08;0.00;4.86;-0.78;-0.02;-2.46;-5.32;1020.77;0.18
3990;201.85;0.05;3.06;-0.24;5.11;3.08;0.00;4.86;-0.76;0.02;-4.92;-2.46;1020.91;0.15
3991;201.90;0.05;3.01;-0.05;5.11;3.08;0.00;4.86;-0.69;0.06;-1.08;3.84;1021.06;0.14
3992;201.95;0.05;3.24;0.24;5.11;3.16;0.08;4.86;-0.60;0.10;4.70;5.78;1021.22;0.16
3993;202.01;0.06;3.36;0.12;5.11;3.41;0.25;4.86;-0.46;0.14;2.03;-2.67;1021.41;0.19
3994;202.05;0.04;3.51;0.15;5.11;3.67;0.26;4.86;-0.30;0.16;3.60;1.57;1021.56;0.15
3995;202.10;0.05;3.66;0.15;5.11;3.83;0.16;4.86;-0.19;0.12;2.91;-0.69;1021.74;0.18
3996;202.15;0.05;3.87;0.22;5.11;4.17;0.33;4.86;-0.00;0.19;4.32;1.40;1021.94;0.19
3997;202.20;0.05;4.21;0.34;5.11;4.42;0.25;4.85;0.01;0.01;6.70;2.39;1022.15;0.21
3998;202.25;0.05;4.47;0.25;5.11;4.58;0.16;4.85;0.00;-0.01;5.04;-1.66;1022.37;0.22
3999;202.30;0.05;4.55;0.08;5.11;4.40;-0.18;4.85;0.01;0.01;1.72;-3.32;1022.60;0.22
4000;202.35;0.05;4.46;-0.09;5.11;4.25;-0.15;4.85;0.03;0.01;-1.60;-3.32;1022.84;0.24
4001;202.40;0.05;4.28;-0.19;5.11;4.12;-0.13;4.85;0.02;-0.01;-3.85;-2.24;1023.05;0.21
4002;202.45;0.05;4.17;-0.10;5.11;4.01;-0.12;4.85;0.03;0.01;-2.17;1.67;1023.25;0.20
4003;202.50;0.05;4.02;-0.15;5.11;3.92;-0.09;4.85;0.04;0.01;-3.09;-0.92;1023.45;0.20
4004;202.55;0.05;3.95;-0.07;5.11;3.85;-0.06;4.85;0.06;0.02;-1.41;1.68;1023.65;0.20
4005;202.60;0.05;3.91;-0.04;5.11;3.82;-0.03;4.85;0.07;0.01;-0.89;0.52;1023.83;0.18
4006;202.66;0.06;3.89;-0.02;5.11;3.83;0.01;4.85;0.09;0.03;-0.26;0.63;1024.06;0.23
4007;202.70;0.04;3.89;-0.00;5.11;3.82;-0.01;4.85;0.11;0.02;-0.03;0.23;1024.23;0.17
4008;202.75;0.05;3.85;-0.04;5.11;3.53;-0.30;4.85;0.13;0.02;-0.66;-0.63;1024.44;0.21
4009;202.80;0.05;3.51;-0.35;5.11;3.33;-0.20;4.85;0.15;0.03;-6.99;-6.33;1024.61;0.18
4010;202.85;0.05;3.37;-0.14;5.11;3.31;-0.02;4.85;0.17;0.02;-2.91;4.08;1024.77;0.16
4011;202.90;0.05;3.36;-0.00;5.11;3.31;-0.00;4.85;0.19;0.02;-0.08;2.83;1024.94;0.17
4012;202.95;0.05;3.35;-0.01;5.11;3.30;-0.01;4.85;0.21;0.02;-0.28;-0.20;1025.11;0.17
4013;203.00;0.05;3.29;-0.06;5.11;3.23;-0.07;4.85;0.22;0.02;-1.23;-0.95;1025.27;0.16
4014;203.05;0.05;3.25;-0.04;5.11;3.10;-0.13;4.85;0.23;0.01;-0.82;0.41;1025.43;0.17
4015;203.10;0.05;3.17;-0.08;5.11;3.09;-0.01;4.85;0.24;0.01;-1.58;-0.76;1025.59;0.16
4016;203.15;0.05;3.34;0.17;5.11;3.22;0.14;4.85;0.26;0.03;3.26;4.83;1025.76;0.18
4017;203.20;0.05;3.45;0.11;5.11;3.31;0.09;4.85;0.26;0.00;2.33;-0.92;1025.93;0.17
4018;203.25;0.05;3.38;-0.08;5.10;3.31;-0.01;4.85;0.26;-0.01;-1.59;-3.92;1026.09;0.17
4019;203.30;0.05;3.38;-0.00;5.10;3.22;-0.09;4.85;0.25;-0.01;-0.02;1.57;1026.27;0.17
4020;203.35;0.05;3.16;-0.21;5.10;3.12;-0.10;4.85;0.23;-0.02;-4.30;-4.28;1026.42;0.16
4021;203.41;0.05;3.19;0.03;5.10;3.08;-0.04;4.85;0.24;0.00;0.51;4.80;1026.60;0.17
4022;203.45;0.05;3.25;0.06;5.10;3.13;0.05;4.85;0.26;0.02;1.33;0.83;1026.75;0.15
4023;203.50;0.05;3.28;0.03;5.10;3.22;0.09;4.85;0.27;0.01;0.67;-0.66;1026.92;0.17
4024;203.55;0.05;3.53;0.24;5.10;3.42;0.20;4.85;0.28;0.01;4.74;4.07;1027.10;0.18
4025;203.61;0.05;3.57;0.04;5.10;3.41;-0.02;4.85;0.27;-0.01;0.76;-3.99;1027.29;0.19
4026;203.65;0.04;3.25;-0.31;5.10;3.20;-0.21;4.85;0.25;-0.02;-6.93;-7.68;1027.43;0.15
4027;203.70;0.05;3.25;-0.00;5.10;3.21;0.01;4.84;0.25;0.00;-0.09;6.84;1027.59;0.16
4028;203.75;0.05;3.21;-0.04;5.10;3.22;0.01;4.84;0.26;0.01;-0.87;-0.78;1027.76;0.16
4029;203.80;0.05;3.33;0.13;5.10;3.36;0.13;4.84;0.28;0.01;2.60;3.46;1027.92;0.16
4030;203.85;0.05;3.38;0.04;5.10;3.19;-0.17;4.84;0.26;-0.02;0.89;-1.70;1028.08;0.17
4031;203.90;0.05;3.26;-0.12;5.10;3.27;0.08;4.84;0.26;-0.00;-2.28;-3.18;1028.25;0.17
4032;203.95;0.05;3.48;0.22;5.10;3.50;0.23;4.84;0.26;0.00;4.46;6.74;1028.42;0.17
4033;204.01;0.06;3.53;0.05;5.10;3.79;0.29;4.84;0.26;-0.00;0.97;-3.49;1028.62;0.20
4034;204.06;0.06;3.73;0.20;5.10;3.99;0.20;4.84;0.23;-0.03;3.35;2.38;1028.84;0.22
4035;204.10;0.03;4.13;0.40;5.10;3.81;-0.18;4.84;0.20;-0.03;11.40;8.05;1028.98;0.14
4036;204.15;0.05;3.76;-0.37;5.10;3.71;-0.10;4.84;0.16;-0.04;-7.35;-18.75;1029.17;0.19
4037;204.20;0.05;3.87;0.10;5.10;3.96;0.25;4.84;0.17;0.01;2.02;9.36;1029.37;0.20
4038;204.25;0.05;4.00;0.13;5.10;4.21;0.26;4.84;0.18;0.01;2.75;0.73;1029.56;0.20
4039;204.30;0.05;4.23;0.23;5.10;4.47;0.25;4.84;0.16;-0.02;4.60;1.85;1029.78;0.21
4040;204.35;0.05;4.48;0.25;5.10;4.62;0.15;4.84;0.14;-0.02;4.99;0.40;1030.00;0.22
4041;204.40;0.05;4.59;0.11;5.10;3.80;-0.82;4.84;0.12;-0.02;2.21;-2.78;1030.23;0.23
4042;204.46;0.06;4.41;-0.18;5.10;3.58;-0.22;4.84;0.12;0.01;-3.22;-5.43;1030.48;0.25
4043;204.50;0.04;4.25;-0.16;5.10;3.72;0.14;4.84;0.15;0.03;-3.63;-0.41;1030.66;0.19
4044;204.56;0.06;3.87;-0.38;5.10;3.92;0.20;4.84;0.19;0.04;-6.30;-2.68;1030.90;0.23
4045;204.60;0.04;4.06;0.19;5.10;4.04;0.12;4.84;0.21;0.01;4.76;11.07;1031.06;0.16
4046;204.65;0.05;4.41;0.35;5.10;4.32;0.28;4.84;0.22;0.01;6.81;2.04;1031.28;0.22
4047;204.70;0.05;4.43;0.02;5.10;4.50;0.18;4.84;0.22;0.00;0.37;-6.44;1031.50;0.22
4048;204.75;0.05;4.65;0.22;5.10;4.28;-0.22;4.84;0.20;-0.02;4.19;3.82;1031.75;0.25
4049;204.80;0.05;4.70;0.05;5.09;3.96;-0.31;4.84;0.18;-0.03;1.00;-3.19;1031.97;0.22
4050;204.86;0.06;4.18;-0.52;5.09;3.69;-0.27;4.84;0.16;-0.02;-8.90;-9.90;1032.21;0.24
4051;204.90;0.04;4.01;-0.17;5.09;3.62;-0.07;4.84;0.18;0.02;-4.10;4.80;1032.38;0.17
4052;204.95;0.05;3.78;-0.23;5.09;3.88;0.26;4.84;0.20;0.02;-4.59;-0.49;1032.57;0.19
4053;205.00;0.05;4.03;0.25;5.09;4.13;0.25;4.84;0.22;0.02;5.02;9.62;1032.77;0.20
4054;205.05;0.05;4.41;0.38;5.09;4.38;0.25;4.84;0.20;-0.02;7.59;2.56;1032.99;0.22
4055;205.10;0.05;4.37;-0.03;5.09;3.99;-0.39;4.84;0.16;-0.04;-0.69;-8.27;1033.21;0.22
4056;205.15;0.05;4.17;-0.21;5.09;3.74;-0.25;4.84;0.14;-0.02;-4.14;-3.45;1033.42;0.21
4057;205.20;0.05;3.86;-0.31;5.09;3.79;0.05;4.84;0.15;0.01;-6.15;-2.01;1033.61;0.19
4058;205.25;0.05;4.03;0.17;5.09;4.04;0.25;4.84;0.19;0.04;3.38;9.54;1033.81;0.21
4059;205.30;0.05;4.18;0.15;5.09;4.21;0.17;4.84;0.19;0.00;3.05;-0.34;1034.02;0.20
4060;205.36;0.06;4.57;0.39;5.09;4.55;0.34;4.84;0.16;-0.03;6.53;3.49;1034.29;0.27
4061;205.41;0.04;4.76;0.19;5.09;4.69;0.14;4.84;0.15;-0.02;4.13;-2.40;1034.51;0.21
4062;205.45;0.05;4.65;-0.11;5.09;3.69;-1.00;4.84;0.10;-0.05;-2.30;-6.43;1034.72;0.21
4063;205.50;0.05;4.44;-0.21;5.09;3.57;-0.12;4.84;0.11;0.01;-4.28;-1.98;1034.94;0.22
4064;205.55;0.05;4.21;-0.23;5.09;3.68;0.10;4.84;0.15;0.04;-4.60;-0.32;1035.15;0.21
4065;205.60;0.05;4.03;-0.18;5.09;3.93;0.26;4.84;0.19;0.04;-3.61;1.00;1035.36;0.21
4066;205.65;0.05;4.05;0.02;5.09;4.14;0.20;4.84;0.21;0.02;0.44;4.04;1035.56;0.20
4067;205.70;0.05;4.18;0.13;5.09;4.33;0.20;4.84;0.23;0.01;2.52;2.08;1035.77;0.21
4068;205.75;0.05;4.41;0.23;5.09;4.59;0.26;4.84;0.22;-0.01;4.68;2.17;1035.99;0.22
4069;205.80;0.05;4.73;0.32;5.09;4.29;-0.31;4.84;0.17;-0.04;6.20;1.52;1036.23;0.25
4070;205.85;0.05;4.31;-0.42;5.09;3.75;-0.53;4.84;0.14;-0.04;-9.04;-15.24;1036.44;0.20
4071;205.90;0.05;4.09;-0.21;5.09;3.71;-0.04;4.84;0.15;0.01;-4.20;4.84;1036.65;0.21
4072;205.95;0.05;3.84;-0.25;5.09;3.79;0.08;4.84;0.18;0.03;-4.99;-0.79;1036.84;0.19
4073;206.00;0.05;4.07;0.23;5.09;4.03;0.25;4.83;0.22;0.04;4.68;9.68;1037.04;0.20
4074;206.05;0.05;4.13;0.06;5.09;4.28;0.25;4.83;0.23;0.01;1.12;-3.56;1037.24;0.21
4075;206.10;0.05;4.34;0.21;5.09;4.54;0.27;4.83;0.23;-0.01;4.11;2.99;1037.46;0.22
4076;206.15;0.05;4.83;0.49;5.09;3.86;-0.68;4.83;0.20;-0.02;9.63;5.51;1037.71;0.25
4077;206.20;0.05;4.46;-0.36;5.09;3.71;-0.15;4.83;0.14;-0.07;-7.45;-17.07;1037.93;0.22
4078;206.25;0.05;4.36;-0.10;5.09;3.59;-0.12;4.83;0.11;-0.03;-2.05;5.40;1038.15;0.22
4079;206.30;0.05;4.10;-0.26;5.09;3.81;0.22;4.83;0.10;-0.00;-5.26;-3.21;1038.35;0.20
4080;206.35;0.05;3.98;-0.12;5.09;3.98;0.17;4.83;0.12;0.02;-2.39;2.87;1038.55;0.20
4081;206.40;0.05;4.13;0.15;5.09;4.23;0.25;4.83;0.15;0.03;2.95;5.34;1038.76;0.21
4082;206.45;0.05;4.43;0.30;5.09;4.50;0.28;4.83;0.17;0.02;6.11;3.15;1038.97;0.22
4083;206.50;0.05;4.71;0.28;5.09;4.82;0.32;4.83;0.16;-0.01;5.19;-0.91;1039.22;0.25
4084;206.56;0.06;4.91;0.20;5.09;5.09;0.27;4.83;0.10;-0.06;3.41;-1.78;1039.51;0.29
4085;206.60;0.04;5.02;0.11;5.09;5.25;0.17;4.83;0.07;-0.03;2.94;-0.47;1039.70;0.19
4086;206.65;0.05;5.36;0.34;5.09;5.50;0.25;4.83;0.03;-0.04;6.56;3.61;1039.98;0.28
4087;206.70;0.05;5.55;0.19;5.09;5.75;0.24;4.83;0.03;-0.00;3.99;-2.57;1040.25;0.27
4088;206.75;0.05;5.80;0.25;5.09;5.99;0.25;4.83;0.06;0.03;4.92;0.93;1040.55;0.30
4089;206.80;0.05;6.00;0.20;5.09;6.26;0.27;4.83;0.07;0.01;4.03;-0.88;1040.85;0.30
4090;206.85;0.05;6.26;0.25;5.09;6.50;0.24;4.83;0.05;-0.01;4.99;0.96;1041.16;0.32
4091;206.90;0.05;6.62;0.36;5.09;6.75;0.25;4.84;0.01;-0.04;7.52;2.52;1041.48;0.32
4092;206.96;0.06;6.77;0.15;5.09;7.00;0.25;4.84;-0.01;-0.02;2.46;-5.06;1041.90;0.41
4093;207.00;0.04;6.77;0.00;5.09;7.27;0.27;4.84;0.03;0.04;0.00;-2.46;1042.16;0.26
4094;207.06;0.06;7.18;0.41;5.09;7.51;0.25;4.84;0.02;-0.01;7.51;7.51;1042.55;0.40
4095;207.10;0.05;7.41;0.23;5.09;7.68;0.17;4.84;-0.01;-0.02;5.02;-2.49;1042.90;0.34
4096;207.15;0.05;7.69;0.28;5.09;7.94;0.26;4.84;0.00;0.01;5.63;0.61;1043.27;0.38
4097;207.20;0.05;7.99;0.30;5.09;8.20;0.26;4.84;0.01;0.01;5.74;0.12;1043.69;0.42
4098;207.25;0.05;8.15;0.16;5.09;8.53;0.33;4.84;0.02;0.00;3.37;-2.37;1044.08;0.39
4099;207.31;0.06;8.40;0.26;5.09;8.70;0.17;4.84;0.01;-0.00;4.65;1.27;1044.54;0.46
4100;207.35;0.05;8.55;0.15;5.09;8.87;0.17;4.84;-0.00;-0.01;3.24;-1.41;1044.93;0.39
4101;207.40;0.05;8.83;0.27;5.10;9.12;0.25;4.84;0.01;0.01;5.66;2.42;1045.36;0.42
4102;207.45;0.05;9.04;0.22;5.10;9.38;0.26;4.84;0.01;0.00;4.14;-1.52;1045.84;0.48
4103;207.50;0.05;9.35;0.30;5.10;9.71;0.33;4.85;0.00;-0.01;6.18;2.04;1046.30;0.46
4104;207.55;0.05;9.53;0.19;5.10;9.88;0.17;4.85;0.01;0.01;3.60;-2.58;1046.79;0.50
4105;207.60;0.05;9.81;0.28;5.10;9.96;0.08;4.85;0.00;-0.01;5.77;2.16;1047.26;0.47
4106;207.65;0.05;9.91;0.10;5.10;9.31;-0.66;4.85;0.01;0.01;2.04;-3.73;1047.75;0.49
4107;207.70;0.05;9.77;-0.14;5.10;8.92;-0.38;4.85;0.00;-0.01;-2.83;-4.87;1048.24;0.49
4108;207.75;0.05;9.50;-0.27;5.10;8.24;-0.68;4.85;-0.01;-0.01;-5.01;-2.18;1048.74;0.50
4109;207.80;0.05;9.25;-0.26;5.10;7.64;-0.60;4.85;0.00;0.01;-5.50;-0.49;1049.17;0.43
4110;207.85;0.05;9.07;-0.18;5.11;7.10;-0.54;4.85;-0.01;-0.01;-3.29;2.21;1049.66;0.49
4111;207.90;0.05;8.81;-0.26;5.11;6.52;-0.58;4.85;-0.01;-0.01;-5.67;-2.38;1050.07;0.41
4112;207.95;0.05;8.47;-0.33;5.11;6.10;-0.42;4.85;-0.02;-0.01;-6.40;-0.74;1050.51;0.44
4113;208.00;0.05;8.34;-0.14;5.11;5.69;-0.41;4.85;-0.03;-0.01;-2.89;3.52;1050.91;0.40
4114;208.05;0.05;8.16;-0.18;5.11;5.42;-0.27;4.85;-0.04;-0.02;-3.48;-0.59;1051.33;0.42
4115;208.10;0.05;7.97;-0.19;5.11;5.13;-0.29;4.85;-0.06;-0.02;-3.79;-0.31;1051.72;0.39
4116;208.16;0.06;7.70;-0.27;5.11;4.92;-0.21;4.85;-0.09;-0.03;-4.78;-0.99;1052.16;0.44
4117;208.20;0.04;7.46;-0.24;5.11;4.76;-0.16;4.85;-0.12;-0.03;-5.44;-0.66;1052.49;0.34
4118;208.25;0.05;7.14;-0.32;5.11;4.56;-0.20;4.85;-0.14;-0.02;-6.48;-1.05;1052.84;0.35
4119;208.30;0.05;6.98;-0.16;5.11;4.56;-0.01;4.85;-0.19;-0.05;-3.27;3.21;1053.18;0.34
4120;208.35;0.05;6.69;-0.28;5.11;4.34;-0.22;4.85;-0.21;-0.02;-5.66;-2.39;1053.52;0.33
4121;208.40;0.05;6.28;-0.42;5.11;4.01;-0.33;4.85;-0.22;-0.01;-8.18;-2.52;1053.84;0.32
4122;208.45;0.05;6.04;-0.24;5.11;4.10;0.09;4.85;-0.28;-0.06;-4.84;3.34;1054.13;0.30
4123;208.50;0.05;6.13;0.09;5.11;4.20;0.10;4.85;-0.32;-0.04;1.71;6.55;1054.46;0.32
4124;208.55;0.05;5.72;-0.41;5.11;4.07;-0.13;4.85;-0.37;-0.05;-8.74;-10.45;1054.73;0.27
4125;208.60;0.05;5.57;-0.15;5.11;3.88;-0.19;4.85;-0.38;-0.02;-2.80;5.94;1055.02;0.30
4126;208.65;0.05;5.27;-0.31;5.11;3.99;0.10;4.85;-0.43;-0.04;-6.39;-3.60;1055.28;0.25
4127;208.70;0.05;4.94;-0.32;5.11;3.97;-0.02;4.85;-0.47;-0.04;-6.60;-0.21;1055.52;0.24
4128;208.75;0.05;4.67;-0.27;5.11;3.93;-0.04;4.85;-0.52;-0.06;-5.48;1.12;1055.75;0.23
4129;208.80;0.05;4.51;-0.16;5.11;3.48;-0.44;4.85;-0.59;-0.06;-3.10;2.38;1055.98;0.23
4130;208.85;0.05;4.16;-0.35;5.11;3.08;-0.41;4.85;-0.62;-0.03;-7.10;-4.00;1056.18;0.21
4131;208.90;0.05;4.24;0.09;5.11;3.08;0.00;4.85;-0.68;-0.06;1.70;8.79;1056.40;0.22
4132;208.95;0.05;3.93;-0.31;5.11;3.08;0.00;4.85;-0.75;-0.07;-6.27;-7.96;1056.60;0.20
4133;209.00;0.05;3.36;-0.57;5.11;3.08;0.00;4.85;-0.83;-0.08;-11.42;-5.15;1056.77;0.17
4134;209.05;0.05;3.19;-0.17;5.11;3.08;0.00;4.85;-0.88;-0.05;-3.48;7.94;1056.92;0.16
4135;209.10;0.05;3.32;0.13;5.11;3.08;0.00;4.85;-0.90;-0.03;2.65;6.14;1057.09;0.17
4136;209.16;0.06;3.24;-0.08;5.11;3.08;0.00;4.85;-0.91;-0.00;-1.40;-4.06;1057.27;0.18
4137;209.20;0.04;3.16;-0.08;5.11;3.08;0.00;4.85;-0.87;0.04;-1.86;-0.46;1057.41;0.14
4138;209.25;0.05;3.26;0.10;5.11;3.08;0.00;4.85;-0.79;0.07;2.03;3.89;1057.57;0.16
4139;209.30;0.05;2.89;-0.37;5.11;3.08;0.00;4.85;-0.68;0.11;-7.11;-9.14;1057.72;0.15
4140;209.35;0.05;3.06;0.16;5.11;3.17;0.09;4.85;-0.53;0.15;3.22;10.33;1057.88;0.16
4141;209.40;0.05;3.04;-0.01;5.11;3.20;0.04;4.85;-0.40;0.13;-0.27;-3.49;1058.02;0.15
4142;209.45;0.05;3.35;0.30;5.11;3.22;0.02;4.85;-0.31;0.09;6.20;6.46;1058.19;0.16
4143;209.50;0.05;3.30;-0.05;5.11;3.26;0.03;4.85;-0.25;0.06;-1.02;-7.21;1058.35;0.16
4144;209.55;0.05;3.27;-0.03;5.11;3.20;-0.05;4.84;-0.20;0.05;-0.49;0.53;1058.53;0.17
4145;209.60;0.05;3.28;0.01;5.11;3.17;-0.04;4.84;-0.17;0.03;0.14;0.62;1058.68;0.15
4146;209.66;0.06;3.27;-0.01;5.11;3.24;0.07;4.84;-0.15;0.02;-0.12;-0.26;1058.88;0.20
4147;209.70;0.04;3.28;0.01;5.10;3.34;0.10;4.84;-0.15;-0.00;0.27;0.39;1059.02;0.14
4148;209.75;0.05;3.43;0.15;5.10;3.28;-0.06;4.84;-0.15;-0.01;3.24;2.97;1059.18;0.16
4149;209.80;0.05;3.28;-0.15;5.10;3.18;-0.10;4.84;-0.16;-0.01;-2.76;-6.00;1059.35;0.17
4150;209.85;0.05;3.29;0.00;5.10;3.19;0.00;4.84;-0.18;-0.01;0.07;2.83;1059.52;0.16
4151;209.90;0.05;3.27;-0.02;5.10;3.36;0.18;4.84;-0.22;-0.04;-0.38;-0.45;1059.68;0.16
4152;209.96;0.06;3.59;0.32;5.10;3.58;0.22;4.84;-0.28;-0.06;5.60;5.98;1059.89;0.21
4153;210.00;0.04;3.75;0.15;5.10;3.60;0.02;4.84;-0.26;0.02;3.76;-1.84;1060.04;0.15
4154;210.05;0.05;3.91;0.16;5.10;3.80;0.19;4.84;-0.22;0.04;3.08;-0.68;1060.24;0.21
4155;210.10;0.05;3.85;-0.06;5.10;3.98;0.18;4.84;-0.22;0.01;-1.25;-4.33;1060.42;0.18
4156;210.15;0.05;4.22;0.37;5.10;4.22;0.25;4.84;-0.18;0.04;6.95;8.20;1060.65;0.22
4157;210.20;0.05;4.33;0.11;5.10;4.47;0.25;4.84;-0.12;0.06;2.34;-4.61;1060.85;0.20
4158;210.25;0.05;4.64;0.31;5.10;4.72;0.25;4.84;-0.07;0.05;6.15;3.81;1061.08;0.23
4159;210.30;0.05;4.80;0.17;5.10;4.97;0.26;4.84;-0.05;0.03;3.32;-2.82;1061.32;0.24
4160;210.35;0.05;5.02;0.22;5.10;5.22;0.25;4.84;-0.02;0.02;4.09;0.76;1061.59;0.27
4161;210.40;0.05;5.24;0.22;5.10;5.40;0.18;4.84;-0.00;0.02;4.58;0.49;1061.85;0.26
4162;210.45;0.05;5.50;0.25;5.10;5.66;0.26;4.84;0.00;0.00;4.90;0.32;1062.13;0.29
4163;210.50;0.05;5.64;0.14;5.10;5.90;0.25;4.84;0.02;0.02;2.85;-2.05;1062.41;0.28
4164;210.55;0.05;6.06;0.42;5.10;6.15;0.25;4.84;0.01;-0.01;9.07;6.22;1062.69;0.28
4165;210.60;0.05;6.23;0.18;5.10;6.41;0.26;4.84;-0.01;-0.02;3.55;-5.52;1063.00;0.31
4166;210.65;0.05;6.51;0.28;5.10;6.66;0.25;4.84;-0.03;-0.02;5.56;2.01;1063.33;0.33
4167;210.71;0.06;6.62;0.10;5.10;6.91;0.26;4.84;-0.09;-0.06;1.85;-3.71;1063.70;0.37
4168;210.75;0.05;7.02;0.41;5.10;7.16;0.25;4.84;-0.11;-0.02;9.05;7.20;1064.02;0.32
4169;210.80;0.05;7.15;0.13;5.10;7.41;0.25;4.84;-0.07;0.04;2.50;-6.55;1064.37;0.36
4170;210.85;0.05;7.32;0.17;5.10;6.90;-0.51;4.84;-0.00;0.07;3.42;0.91;1064.73;0.36
4171;210.90;0.05;7.16;-0.16;5.10;6.65;-0.25;4.85;0.05;0.05;-3.20;-6.61;1065.09;0.36
4172;210.95;0.05;6.93;-0.23;5.11;6.16;-0.49;4.85;0.05;-0.00;-4.62;-1.42;1065.44;0.35
4173;211.00;0.05;6.77;-0.16;5.11;6.15;-0.01;4.85;0.04;-0.00;-2.99;1.63;1065.79;0.35
4174;211.05;0.05;6.55;-0.22;5.11;6.10;-0.06;4.85;0.06;0.02;-4.48;-1.49;1066.11;0.32
4175;211.10;0.05;6.26;-0.29;5.11;5.86;-0.23;4.85;0.08;0.02;-5.90;-1.41;1066.42;0.31
4176;211.15;0.05;6.00;-0.26;5.11;5.62;-0.24;4.85;0.08;0.00;-4.97;0.92;1066.73;0.31
4177;211.20;0.05;5.74;-0.26;5.11;5.28;-0.35;4.85;0.08;-0.00;-5.25;-0.27;1067.01;0.29
4178;211.26;0.06;5.56;-0.18;5.11;4.91;-0.36;4.85;0.06;-0.02;-3.20;2.04;1067.33;0.32
4179;211.30;0.04;5.39;-0.17;5.11;4.74;-0.17;4.85;0.05;-0.01;-3.86;-0.65;1067.56;0.23
4180;211.35;0.05;5.06;-0.33;5.11;4.69;-0.05;4.85;0.01;-0.04;-6.53;-2.68;1067.82;0.26
4181;211.40;0.05;4.90;-0.16;5.11;4.74;0.05;4.85;-0.00;-0.01;-3.35;3.19;1068.05;0.23
4182;211.45;0.05;4.81;-0.09;5.11;4.69;-0.05;4.85;-0.02;-0.02;-1.72;1.63;1068.31;0.25
4183;211.50;0.05;4.76;-0.05;5.11;4.67;-0.02;4.85;-0.05;-0.03;-1.05;0.67;1068.54;0.23
4184;211.56;0.06;4.66;-0.10;5.11;4.62;-0.05;4.85;-0.09;-0.04;-1.79;-0.75;1068.80;0.26
4185;211.60;0.04;4.64;-0.02;5.11;4.18;-0.44;4.85;-0.10;-0.01;-0.37;1.43;1069.00;0.20
4186;211.66;0.06;4.28;-0.36;5.11;3.93;-0.25;4.85;-0.12;-0.02;-6.14;-5.77;1069.25;0.25
4187;211.70;0.04;4.11;-0.17;5.11;3.87;-0.06;4.85;-0.13;-0.01;-4.22;1.92;1069.42;0.17
4188;211.76;0.06;4.07;-0.04;5.11;4.09;0.22;4.85;-0.16;-0.03;-0.62;3.60;1069.66;0.24
4189;211.80;0.04;4.30;0.22;5.11;4.33;0.25;4.85;-0.18;-0.02;5.35;5.98;1069.84;0.18
4190;211.85;0.05;4.38;0.08;5.11;4.50;0.17;4.85;-0.18;0.00;1.64;-3.72;1070.05;0.21
4191;211.90;0.05;4.45;0.08;5.11;4.05;-0.45;4.85;-0.14;0.04;1.56;-0.08;1070.28;0.22
4192;211.95;0.05;4.22;-0.24;5.10;3.77;-0.28;4.84;-0.13;0.01;-4.65;-6.21;1070.49;0.22
4193;212.00;0.05;3.96;-0.25;5.10;3.73;-0.04;4.84;-0.13;-0.01;-5.10;-0.44;1070.69;0.20
4194;212.05;0.05;3.87;-0.10;5.10;3.99;0.26;4.84;-0.16;-0.03;-1.88;3.22;1070.89;0.20
4195;212.10;0.05;4.08;0.21;5.10;4.16;0.17;4.84;-0.18;-0.02;4.20;6.08;1071.09;0.20
4196;212.16;0.05;4.42;0.34;5.10;4.41;0.25;4.84;-0.18;-0.00;6.41;2.21;1071.32;0.23
4197;212.20;0.05;4.29;-0.12;5.10;4.16;-0.25;4.84;-0.15;0.03;-2.71;-9.12;1071.52;0.20
4198;212.25;0.05;4.19;-0.10;5.10;3.72;-0.44;4.84;-0.11;0.04;-2.03;0.68;1071.73;0.21
4199;212.30;0.05;3.98;-0.21;5.10;3.78;0.06;4.84;-0.12;-0.00;-4.37;-2.34;1071.93;0.19
4200;212.35;0.05;3.98;-0.00;5.10;4.01;0.23;4.84;-0.14;-0.02;-0.01;4.37;1072.12;0.20
4201;212.40;0.05;4.04;0.06;5.10;4.26;0.25;4.84;-0.16;-0.03;1.18;1.19;1072.33;0.21
4202;212.45;0.05;4.39;0.36;5.10;4.51;0.25;4.84;-0.18;-0.02;7.29;6.11;1072.55;0.22
4203;212.50;0.05;4.53;0.14;5.10;3.91;-0.60;4.84;-0.26;-0.08;2.73;-4.56;1072.77;0.23
